text,label
I don't understand why there is an extra €1 fee in my statement.,34
Why did my transfer decline,27
The ATM did not allow me to withdraw,26
my transfer isn't there,5
"How long does it typically take a transfer to go through?  I sent some money to a friend earlier today, and she really needs it.  It still is a pending transfer, even though I sent it a few hours ago.",66
The wrong exchange rate was used when I bought something with a foriegn currency.,17
I topped up but my money is not showing. Why is that?,61
Why hasn't my account updated?,6
What does it mean if my payment has been reverted?,53
How do I link this new card?,13
I used foreign currency to buy something and I think the rate applied is incorrect.,17
My card payment was cancelled.  Why?,53
What countries are you issuing cards for?,24
"who do I talk to, to cancel a transfer?",8
Please explain why the transfers shows up as pending?,48
"I tried taking money from the ATM but no money came out, but the transaction is still pending? How is this possible?",46
I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,17
I believe my exchange rate is incorrect,76
Why is the exchange rate so high? This should have been a much higher amount of cash for that to apply.,76
There was a direct debit transaction I have don't think should be there.,28
"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate.",17
I got an unexpected charge on my transfers. How can I correct this?,64
I am travelling and I tried to withdraw cash but didn't get what I was supposed to get.,76
I wasn't allowed to transfer to my account,7
My cash withdrawl was declined why?,26
Am I allowed to give my daughter one of my cards to use?,39
How do I get a refund for an item I bought?,52
Is there a longer processing time for international bank transfers?,5
Hello. I'm trying to transfer some money to a friend but it keeps getting rejected. can you help me?,35
I added money through a bank transfer and it is not showing in my balance.,5
I didn't receive the correct exchange rate when I got cash.,76
"I made a mistake of transferring, can I cancel my previous transfer?",8
I'm not okay with this fee on my statement.,34
I have an unfamiliar direct debit in my statement.,28
"I ordered something, and now I have buyer's remorse. Since what I ordered hasn't come yet, can you just cancel the payment since I already know I want a refund for it?",52
My account transfer was not cleared.,7
"My beneficiary is not allowed, please may I have answer as to why this is?",7
"How come you charge for cash withdrawals? I withdrew cash after buying groceries today, and there seems to be a new fee",19
My card was not accepted.,25
I didn't take out money from an ATM but my app statement shows that I did. How can I fix this?,20
Transfer isn't working?,35
There is a fee on my account. Why?,15
What can I do if my card still hasn't arrived after 2 weeks?,11
Why is there a direct debit set up in my name?,28
Tell me why my card payment was declined.,25
Please tell me why the purchase I made online returned payment. I really wanted this item and I've been trying for 2 weeks.,53
Is it normal to see a fee for transferring money?,64
Why has my top up been returned?,61
Why has my deposit in the ATM not cleared yet?,46
i bought the wrong size and would like a refund,52
I found the card I thought I lost this morning. Can I reactivate this card?,13
Why am I seeing a direct debit thats not mine?,28
"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal.",46
I have tried a couple of times to make a purchase and my card keeps getting declined. Why do you keep denying my transfers? I have already tried a couple of times and it's not working.,27
